Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
funny glasses,,,Blue,No,1100,275,51,Aqua,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,2,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassEyes2,418,11009,dio9gmQCebNSjSX89
funny glasses,,,Brown,No,1100,275,51,Brown,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,3,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassEyes0,418,4513,nvgwq4bKZzDoiTQzw
gas mask,,,Black,No,1100,275,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,1,goth; work,AcceEyeMouth,No,For sale,1.0.0,Yes,AccessoryGlassmouthGasmask0,487,4649,cuqWQPfsbkmXz5DuB
gas mask,,,Avocado,No,1100,275,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,2,goth; work,AcceEyeMouth,No,For sale,1.0.0,Yes,AccessoryGlassmouthGasmask1,487,11160,9K9ea2sRHMsPmcX6d
glass-bottle glasses,,,NA,No,1100,275,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,comfy; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBottleBlack,286,4282,JFtffcGH7WnPnJKtc
goatee,,,NA,No,980,245,51,Colorful,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer,Free,Free,Cool,Simple,1,everyday; comfy; theatrical,AccessoryMouthEarJaw,No,For sale,1.0.0,Yes,AccessoryMouthBeardChinBlack,502,4676,W5S7BC9qA4QMCQEFR
goggles,,,Black,No,560,140,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,1,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles0,378,4454,3YkDq5TZm3jE8nBL9
goggles,,,Red,No,560,140,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,2,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles5,378,11488,P8X4Rnuc6WjHTrbkz
goggles,,,Pink,No,560,140,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,3,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles2,378,11485,49s9b7jcrE8uaFEdR
goggles,,,Green,No,560,140,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,4,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles3,378,11486,sDjZobRoupcETEKeH
goggles,,,Blue,No,560,140,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,5,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles1,378,11484,gozwdhewwK4PmPGFQ
goggles,,,Purple,No,560,140,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,6,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles4,378,11487,kwS6ErrZHdDNXpmbR
handlebar mustache,,,NA,No,1120,280,51,Colorful,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Elegant,Gorgeous,1,fairy tale; formal; theatrical,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthBeardBlack,185,3550,HJfvmuhPDFMN8eRB2
heart shades,,,Pink,No,1040,260,51,Pink,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Free,Cute,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart0,259,4237,ZkwfoAxXwqiJav677
heart shades,,,Yellow,No,1040,260,51,Yellow,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart1,259,11188,jvPC7gmEHvxxgmwfA
heart shades,,,Green,No,1040,260,51,Green,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart4,259,11191,CbiyKw9gGsMfYzA4g
heart shades,,,Blue,No,1040,260,51,Aqua,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart2,259,11189,k2fF9yEC5S3XGsXhX
heart shades,,,Purple,No,1040,260,51,Purple,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,5,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart3,259,11190,3fs7r8mBn9EiGmMT7
HMD,,,NA,No,2000,500,51,White,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,1,comfy,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHmdWhite,614,5182,Hkcb2b5RCvgcXrHvc
jester's mask,,,Black,No,1760,440,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,1,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot0,504,4678,5iGdajwpPAQ98B9eE
jester's mask,,,Red,No,1760,440,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,2,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot1,504,11166,7HBtvdHttSMJiuA7W
jester's mask,,,Green,No,1760,440,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,3,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot2,504,11167,LTCnc3SoDzsffayDr
jester's mask,,,Blue,No,1760,440,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,4,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot3,504,11168,Kpyk7xszcwxgdawqA
Labelle sunglasses,,,Midnight,No,2000,500,351,Black,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,1,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate1,1137,11776,Pk4syNKBscFTBD2mP
Labelle sunglasses,,,Passion,No,2000,500,351,Red,Red,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,2,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate2,1137,11777,TJqYcpQKFaPX6naSj
Labelle sunglasses,,,Love,No,2000,500,351,Pink,Pink,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,3,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate5,1137,11780,WHaB5ZbzSPteM5KxG
Labelle sunglasses,,,Sunset,No,2000,500,351,Yellow,Yellow,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,4,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate4,1137,11779,Km6htuKWbDhQx5v2o
Labelle sunglasses,,,Ocean,No,2000,500,351,Blue,Blue,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,5,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate3,1137,11778,yWuQ9CtGKLaG7ntW9
Labelle sunglasses,,,Twilight,No,2000,500,351,Purple,Purple,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,6,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate0,1137,9887,2B4ttG2NJS7ZKRimP
ladder shades,,,Red,No,880,220,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,1,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind0,387,4464,DErjYKaqmFEkp7RQ3
ladder shades,,,Pink,No,880,220,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Active,Active,2,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind3,387,11004,8wvE7HfG9HvK33nTW
ladder shades,,,Yellow,No,880,220,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,3,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind4,387,11005,mcex6oPn8f8KotnrZ
ladder shades,,,Green,No,880,220,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,4,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind2,387,11003,wnvu2B7z7M975uCMf
ladder shades,,,Blue,No,880,220,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,5,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind1,387,11002,kbZR8T9YaP2Pb7q6P
ladder shades,,,Gold,No,880,220,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,6,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind5,387,11006,SF89YKrjwGsa5Dp7t
leaf,,,NA,Yes,NFS,100,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,outdoorsy; comfy; vacation,AccessoryMouth,No,Not for sale,1.0.0,Yes,AccessoryMouthLeafGreen,508,4682,XrpTjwp94FwmvXjmE
Luigi 'stache,,,NA,No,1200,300,201,Black,Beige,1x1,NA,NA,Nook Shopping Promotion,Not available before March 1st 2021,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthLuigi0,1325,13559,e5vt5v7DzBMFC5qTq
Mario 'stache,,,NA,No,1200,300,201,Black,Beige,1x1,NA,NA,Nook Shopping Promotion,Not available before March 1st 2021,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthMario0,1324,13558,zSgBiJSJofpgFQD8w
masquerade mask,,,Black,No,910,227,51,Black,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,1,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian1,494,11161,GL9igRSB2nTebNAin
masquerade mask,,,Red,No,910,227,51,Red,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,2,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian3,494,11163,DknNtTo9sb2jZHDht
masquerade mask,,,Purple,No,910,227,51,Pink,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,3,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian0,494,4667,vwytnsJLdnFYZdeHR
masquerade mask,,,Gold,No,910,227,51,Orange,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,4,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian5,494,11165,nzAimcCqJg46jjNiN
masquerade mask,,,Green,No,910,227,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,5,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian4,494,11164,PEA7Y7djsLQryh4c2
masquerade mask,,,Blue,No,910,227,51,Blue,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,6,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian2,494,11162,6yKLSWNnpyXAPKJ4h
monocle,,,Silver,No,1100,275,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,1,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle2,385,11001,tXaLxYbQPqcTZWxej
monocle,,,Black,No,1100,275,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Elegant,Cool,2,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle0,385,4462,vtCepd9DjYS2H5vcb
monocle,,,Gold,No,1100,275,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,3,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle1,385,11000,ghxLRorCD3NWR5h5x
neon shades,,,Light blue & pink,No,1760,440,51,Aqua,Pink,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,1,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon0,1438,14690,bHuuRkz2qTsJhfv8j
neon shades,,,Pink & yellow,No,1760,440,51,Pink,Yellow,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,2,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon2,1438,271,FKCBZCF27pK5iMz3N
neon shades,,,Orange & lime,No,1760,440,51,Orange,Green,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,3,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon1,1438,270,rmrebJexJNThgW86o
neon shades,,,Lime & purple,No,1760,440,51,Green,Blue,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,4,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon3,1438,272,wwBPzo9rZssurQMFH
night-vision goggles,,,NA,No,1560,390,51,Black,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,1,outdoorsy,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassNightvisionBlack,615,5261,sMdtidR3zypRsgSCW
Nook Inc. eye mask,,,NA,No,NFS,2000,151,Green,White,1x1,400,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,1,comfy,AccessoryEye,Yes,Not for sale,1.0.0,Yes,AccessoryGlassNook0,1148,9654,n8j5gx4zjuK7tkYKq
Nook Inc. snorkel,,,NA,No,NFS,2500,151,Green,Black,1x1,500,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,1,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,Not for sale,1.3.0,Yes,AccessoryGlassmouthNook0,1300,13215,cg2tZnttCZ9Wj3k9S
nose drip,,,NA,No,490,122,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthJokeDripCyan,899,5833,9YbFJqBD3hmQkW4Gq
nose tissue,,,NA,No,80,20,51,White,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,everyday; comfy,AccessoryMouth,No,For sale,2.0.0,Yes,AccessoryMouthTissue0,1251,12965,ZE7RhipcFrgEFDiDr
octagonal glasses,,,Gray,No,1100,275,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Cute,Cool,1,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon0,261,4239,dzKG7sMGwFn7EaKjm
octagonal glasses,,,Black,No,1100,275,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer; Winter,Free,Free,Cute,Cool,2,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon4,261,11075,4FT4YuTQcq3RGo3Ss
octagonal glasses,,,Green,No,1100,275,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,3,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon1,261,11072,NME2CQfz2tMbnwLzb
octagonal glasses,,,Purple,No,1100,275,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cute,Cool,4,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon2,261,11073,Je9RNoLocnJ5kinNQ
octagonal glasses,,,Gold,No,1100,275,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cute,Cool,5,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon3,261,11074,t5MJmR6fbqXwevjus
oval glasses,,,Black,No,880,220,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,1,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval6,475,11092,uuttmaKAruqm7tiKL
oval glasses,,,Magenta,No,880,220,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Cute,2,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval4,475,11090,QBNkZLi9jpeDYMxnQ
oval glasses,,,Orange,No,880,220,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Cute,3,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval1,475,11087,9AXkAraeTz6TgR6sJ
oval glasses,,,Mustard,No,880,220,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,4,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval5,475,11091,uocqzyhP5WHmnH8dj
oval glasses,,,Green,No,880,220,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Cute,5,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval0,475,4609,jw7KgW9epPat5Pw8W
oval glasses,,,Blue,No,880,220,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,6,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval2,475,11088,ydCsvEetGaAQ4mNs2
oval glasses,,,Purple,No,880,220,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,7,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval3,475,11089,9ZhHgTmKeqZ7fgcNr
pacifier,,,Baby gray,No,560,140,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier5,1055,11017,aWcYia7rWZ8nhXg37
pacifier,,,Baby pink,No,560,140,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,2,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier4,1055,11016,iAyukzDt8Kutfpmab
pacifier,,,Baby purple,No,560,140,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,3,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier0,1055,2298,bK8fXPaAy9f3Nqx9Q
pacifier,,,Baby orange,No,560,140,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,4,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier7,1055,11019,WZgrieHNMrjuw9Tah
pacifier,,,Baby yellow,No,560,140,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,5,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier2,1055,11014,iH9JsLkZTan5CQgTt
pacifier,,,Baby green,No,560,140,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,6,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier3,1055,11015,XRyQwLEtt9RwgvtST
pacifier,,,Baby mint,No,560,140,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,7,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier1,1055,11013,KMB2YJMHNzESo6Hws
pacifier,,,Baby blue,No,560,140,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,8,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier6,1055,11018,ScuP52AjZHPkhCuGP
pig nose,,,NA,No,560,140,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,1,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryMouthPigPink,485,4647,H2JSW7YDoTdLr6GTK
pilot shades,,,Black,No,1300,325,51,Black,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,1,sporty; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassPilot0,382,4459,wuyb75e6fkA5976yx
pilot shades,,,Gold,No,1300,325,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Active,2,sporty; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassPilot1,382,11214,nBHTPo8pt7eRL47PT
pirate beard,,,NA,No,NFS,245,451,Colorful,Colorful,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,1,fairy tale; goth; theatrical,AccessoryMouthEarJaw,No,Not for sale,1.3.0,Yes,AccessoryMouthPirates0,1226,12663,isFLrwBtByekpKuLB
pirate eye patch,,,NA,No,NFS,70,451,Black,Gray,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,1,fairy tale; goth; theatrical,AccessoryOneEye,Yes,Not for sale,1.3.0,Yes,AccessoryGlassPiratespatch0,1225,12662,pm3izhYzmdHRwnoWR
